State Code,County Code,Latitude,Longitude,Parameter Name,Arithmetic Mean,State Name,County Name,City Name
38,53,47.5812,-103.2995,PM2.5 - Local Conditions,6.786185,North Dakota,McKenzie,
38,57,47.298611,-101.766944,PM2.5 - Local Conditions,7.561781,North Dakota,Mercer,
38,57,47.298611,-101.766944,PM2.5 - Local Conditions,7.163585,North Dakota,Mercer,
38,65,47.185833,-101.428056,PM2.5 - Local Conditions,7.459826,North Dakota,Oliver,
38,101,47.940861,-101.571583,PM2.5 - Local Conditions,7.692472,North Dakota,Ward,
39,9,39.442165,-81.908827,PM2.5 - Local Conditions,5.613182,Ohio,Athens,
39,13,39.9679,-80.7464,PM2.5 - Local Conditions,7.267061,Ohio,Belmont,Shadyside
39,17,39.49072,-84.36374,PM2.5 - Local Conditions,8.674363,Ohio,Butler,Middletown
39,17,39.479822,-84.409617,PM2.5 - Local Conditions,7.743238,Ohio,Butler,Middletown
39,17,39.472436,-84.394952,PM2.5 - Local Conditions,9.045445,Ohio,Butler,Middletown
39,17,39.472436,-84.394952,PM2.5 - Local Conditions,9.107144,Ohio,Butler,Middletown
39,17,39.472436,-84.394952,PM2.5 - Local Conditions,9.045445,Ohio,Butler,Middletown
39,17,39.478686,-84.397112,PM2.5 - Local Conditions,9.477496,Ohio,Butler,Middletown
39,23,39.92882,-83.80949,PM2.5 - Local Conditions,7.936994,Ohio,Clark,Springfield
39,35,41.55523,-81.575256,PM2.5 - Local Conditions,6.63643,Ohio,Cuyahoga,Cleveland
39,35,41.477011,-81.682383,PM2.5 - Local Conditions,9.33249,Ohio,Cuyahoga,Cleveland
39,35,41.471782,-81.656792,PM2.5 - Local Conditions,8.526407,Ohio,Cuyahoga,Cleveland
39,35,41.492117,-81.678449,PM2.5 - Local Conditions,10.62673,Ohio,Cuyahoga,Cleveland
39,35,41.446624,-81.662356,PM2.5 - Local Conditions,9.298172,Ohio,Cuyahoga,Newburgh Heights
39,35,41.44013,-81.494833,PM2.5 - Local Conditions,6.626622,Ohio,Cuyahoga,Warrensville Heights
39,49,40.002707,-82.994424,PM2.5 - Local Conditions,9.915101,Ohio,Franklin,Columbus
39,49,40.11107,-83.065415,PM2.5 - Local Conditions,8.288648,Ohio,Franklin,Columbus
39,49,39.91251,-83.01159,PM2.5 - Local Conditions,9.837059,Ohio,Franklin,Columbus
39,49,40.0877,-82.959773,PM2.5 - Local Conditions,8.719527,Ohio,Franklin,Columbus
39,61,39.19433,-84.478974,PM2.5 - Local Conditions,8.622109,Ohio,Hamilton,Cincinnati
39,61,39.12886,-84.50404,PM2.5 - Local Conditions,8.961771,Ohio,Hamilton,Cincinnati
39,61,39.10492,-84.55117,PM2.5 - Local Conditions,8.133191,Ohio,Hamilton,Cincinnati
39,81,40.3663,-80.6158,PM2.5 - Local Conditions,7.847725,Ohio,Jefferson,Steubenville
39,85,41.726811,-81.242156,PM2.5 - Local Conditions,5.928792,Ohio,Lake,Painesville
39,87,38.508075,-82.659241,PM2.5 - Local Conditions,6.813308,Ohio,Lawrence,Ironton
39,95,41.644067,-83.54616,PM2.5 - Local Conditions,8.740091,Ohio,Lucas,Toledo
39,95,41.62057,-83.64226,PM2.5 - Local Conditions,7.864925,Ohio,Lucas,Toledo
39,95,41.679867,-83.4785,PM2.5 - Local Conditions,9.429096,Ohio,Lucas,Toledo
39,99,41.106182,-80.640576,PM2.5 - Local Conditions,7.212527,Ohio,Mahoning,Youngstown
39,103,41.0604,-81.9239,PM2.5 - Local Conditions,7.206607,Ohio,Medina,
39,113,39.755969,-84.198674,PM2.5 - Local Conditions,7.88762,Ohio,Montgomery,Dayton
39,135,39.83562,-84.720524,PM2.5 - Local Conditions,7.408888,Ohio,Preble,New Paris
39,145,38.754599,-82.91701,PM2.5 - Local Conditions,7.683768,Ohio,Scioto,Portsmouth
39,145,38.59246,-82.80677,PM2.5 - Local Conditions,7.901632,Ohio,Scioto,Portsmouth
39,151,40.786804,-81.394153,PM2.5 - Local Conditions,9.119024,Ohio,Stark,Canton
39,151,40.800717,-81.373,PM2.5 - Local Conditions,8.057208,Ohio,Stark,Canton
39,153,41.063526,-81.468956,PM2.5 - Local Conditions,7.283507,Ohio,Summit,Akron
39,155,41.23172,-80.80116,PM2.5 - Local Conditions,7.966987,Ohio,Trumbull,Warren
40,19,34.244189,-97.462931,PM2.5 - Local Conditions,8.96631,Oklahoma,Carter,Healdton
40,27,35.320105,-97.484099,PM2.5 - Local Conditions,9.46867,Oklahoma,Cleveland,Moore
40,31,34.63298,-98.42879,PM2.5 - Local Conditions,6.848351,Oklahoma,Comanche,Lawton
40,43,36.158414,-98.931973,PM2.5 - Local Conditions,7.667241,Oklahoma,Dewey,Seiling
40,109,35.50307,-97.577981,PM2.5 - Local Conditions,9.366117,Oklahoma,Oklahoma,Oklahoma City
40,109,35.614131,-97.475083,PM2.5 - Local Conditions,8.727508,Oklahoma,Oklahoma,Oklahoma City
40,115,36.922222,-94.838889,PM2.5 - Local Conditions,10.060848,Oklahoma,Ottawa,Miami
40,115,36.985702,-94.83931,PM2.5 - Local Conditions,8.767922,Oklahoma,Ottawa,Picher
40,121,34.885608,-95.78441,PM2.5 - Local Conditions,8.94353,Oklahoma,Pittsburg,McAlester
40,143,36.204902,-95.976537,PM2.5 - Local Conditions,9.002014,Oklahoma,Tulsa,Tulsa
40,147,36.908115,-95.88235,PM2.5 - Local Conditions,9.572727,Oklahoma,Washington,Copan
42,1,39.92002,-77.30968,PM2.5 - Local Conditions,8.716889,Pennsylvania,Adams,
42,3,40.50084,-80.066488,PM2.5 - Local Conditions,6.735797,Pennsylvania,Allegheny,Avalon
42,3,40.323768,-79.868062,PM2.5 - Local Conditions,8.909206,Pennsylvania,Allegheny,Liberty
42,3,40.402328,-79.860973,PM2.5 - Local Conditions,8.203487,Pennsylvania,Allegheny,North Braddock
42,3,40.43743,-79.863572,PM2.5 - Local Conditions,6.830713,Pennsylvania,Allegheny,Wilkinsburg
42,3,40.294341,-79.885331,PM2.5 - Local Conditions,6.745482,Pennsylvania,Allegheny,Clairton
42,5,40.814183,-79.56475,PM2.5 - Local Conditions,6.391204,Pennsylvania,Armstrong,Kittanning
42,7,40.691857,-80.299211,PM2.5 - Local Conditions,6.354317,Pennsylvania,Beaver,Beaver
42,7,40.747796,-80.316442,PM2.5 - Local Conditions,7.747557,Pennsylvania,Beaver,Beaver Falls
42,7,40.747796,-80.316442,PM2.5 - Local Conditions,6.312125,Pennsylvania,Beaver,Beaver Falls
42,11,40.38335,-75.9686,PM2.5 - Local Conditions,6.92406,Pennsylvania,Berks,
42,13,40.535278,-78.370833,PM2.5 - Local Conditions,5.395757,Pennsylvania,Blair,Altoona
42,15,41.705226,-76.512726,PM2.5 - Local Conditions,5.954304,Pennsylvania,Bradford,
42,21,40.309722,-78.915,PM2.5 - Local Conditions,6.431233,Pennsylvania,Cambria,Johnstown
42,21,40.309722,-78.915,PM2.5 - Local Conditions,6.49581,Pennsylvania,Cambria,Johnstown
42,21,40.309722,-78.915,PM2.5 - Local Conditions,6.669136,Pennsylvania,Cambria,Johnstown
42,27,40.811389,-77.877028,PM2.5 - Local Conditions,5.891658,Pennsylvania,Centre,State College
42,29,39.834461,-75.768242,PM2.5 - Local Conditions,6.706645,Pennsylvania,Chester,
42,29,39.834461,-75.768242,PM2.5 - Local Conditions,6.7306,Pennsylvania,Chester,
42,41,40.246528,-77.18675,PM2.5 - Local Conditions,7.266134,Pennsylvania,Cumberland,Carlisle
42,43,40.246992,-76.846988,PM2.5 - Local Conditions,8.244288,Pennsylvania,Dauphin,
42,43,40.272222,-76.681389,PM2.5 - Local Conditions,8.510852,Pennsylvania,Dauphin,Hershey
42,45,39.835556,-75.3725,PM2.5 - Local Conditions,7.563404,Pennsylvania,Delaware,Chester
42,45,39.818715,-75.413973,PM2.5 - Local Conditions,6.898623,Pennsylvania,Delaware,Marcus Hook
42,49,42.14175,-80.038611,PM2.5 - Local Conditions,6.11496,Pennsylvania,Erie,Erie
42,49,42.14175,-80.038611,PM2.5 - Local Conditions,6.449543,Pennsylvania,Erie,Erie
42,51,39.917663,-79.805499,PM2.5 - Local Conditions,6.426464,Pennsylvania,Fayette,Uniontown
42,59,39.80933,-80.26567,PM2.5 - Local Conditions,6.614527,Pennsylvania,Greene,
42,63,40.56333,-78.919972,PM2.5 - Local Conditions,5.812264,Pennsylvania,Indiana,
42,71,40.046667,-76.283333,PM2.5 - Local Conditions,8.045297,Pennsylvania,Lancaster,Lancaster
42,71,40.046667,-76.283333,PM2.5 - Local Conditions,8.955025,Pennsylvania,Lancaster,Lancaster
42,71,40.043833,-76.1124,PM2.5 - Local Conditions,9.589984,Pennsylvania,Lancaster,
42,75,40.338516,-76.394788,PM2.5 - Local Conditions,7.966151,Pennsylvania,Lebanon,
42,77,40.611944,-75.4325,PM2.5 - Local Conditions,6.468349,Pennsylvania,Lehigh,Allentown
42,77,40.611944,-75.4325,PM2.5 - Local Conditions,6.508094,Pennsylvania,Lehigh,Allentown
42,81,41.266263,-77.231189,PM2.5 - Local Conditions,6.105306,Pennsylvania,Lycoming,Jersey Shore
42,85,41.215014,-80.484779,PM2.5 - Local Conditions,5.91057,Pennsylvania,Mercer,Farrell
42,91,40.112222,-75.309167,PM2.5 - Local Conditions,6.812474,Pennsylvania,Montgomery,Norristown
42,95,40.628056,-75.341111,PM2.5 - Local Conditions,6.539593,Pennsylvania,Northampton,Freemansburg
42,101,40.008889,-75.09778,PM2.5 - Local Conditions,10.963052,Pennsylvania,Philadelphia,Philadelphia
42,101,39.991389,-75.080833,PM2.5 - Local Conditions,7.627738,Pennsylvania,Philadelphia,Philadelphia
42,101,39.991389,-75.080833,PM2.5 - Local Conditions,6.89374,Pennsylvania,Philadelphia,Philadelphia
42,101,39.922867,-75.186921,PM2.5 - Local Conditions,8.04545,Pennsylvania,Philadelphia,Philadelphia
42,101,39.960048,-75.142614,PM2.5 - Local Conditions,9.114436,Pennsylvania,Philadelphia,Philadelphia
42,101,40.054171,-74.985166,PM2.5 - Local Conditions,10.504289,Pennsylvania,Philadelphia,Philadelphia
42,101,39.988842,-75.207205,PM2.5 - Local Conditions,8.523854,Pennsylvania,Philadelphia,Philadelphia
42,115,41.867331,-75.686219,PM2.5 - Local Conditions,5.000368,Pennsylvania,Susquehanna,New Milford
42,117,41.644722,-76.939167,PM2.5 - Local Conditions,4.747109,Pennsylvania,Tioga,
42,125,40.146667,-79.902222,PM2.5 - Local Conditions,8.293853,Pennsylvania,Washington,Charleroi
42,125,40.445278,-80.420833,PM2.5 - Local Conditions,5.950345,Pennsylvania,Washington,
42,125,40.268963,-80.243995,PM2.5 - Local Conditions,5.373722,Pennsylvania,Washington,
42,129,40.304694,-79.505667,PM2.5 - Local Conditions,7.147377,Pennsylvania,Westmoreland,Greensburg
42,131,41.605244,-75.95774,PM2.5 - Local Conditions,5.237488,Pennsylvania,Wyoming,Tunkhannock
42,133,39.965278,-76.699444,PM2.5 - Local Conditions,7.537657,Pennsylvania,York,York
45,19,32.84,-79.96,PM2.5 - Local Conditions,7.379023,South Carolina,Charleston,North Charleston
45,19,32.84,-79.96,PM2.5 - Local Conditions,7.379023,South Carolina,Charleston,North Charleston
45,19,32.941023,-79.657187,PM2.5 - Local Conditions,6.665158,South Carolina,Charleston,
45,25,34.615367,-80.198787,PM2.5 - Local Conditions,8.113228,South Carolina,Chesterfield,
45,37,33.739963,-81.853635,PM2.5 - Local Conditions,8.28855,South Carolina,Edgefield,
45,37,33.739963,-81.853635,PM2.5 - Local Conditions,8.28855,South Carolina,Edgefield,
45,41,34.214263,-79.767347,PM2.5 - Local Conditions,8.796351,South Carolina,Florence,Florence
45,41,34.214263,-79.767347,PM2.5 - Local Conditions,8.796351,South Carolina,Florence,Florence
45,45,34.843895,-82.414585,PM2.5 - Local Conditions,8.310617,South Carolina,Greenville,Greenville
45,45,34.843895,-82.414585,PM2.5 - Local Conditions,8.310617,South Carolina,Greenville,Greenville
45,51,33.8005,-78.9941,PM2.5 - Local Conditions,7.088754,South Carolina,Horry,Conway
45,79,34.093959,-80.962304,PM2.5 - Local Conditions,7.806545,South Carolina,Richland,Dentsville (Dents)
45,79,34.093959,-80.962304,PM2.5 - Local Conditions,7.806545,South Carolina,Richland,Dentsville (Dents)
45,79,34.075687,-81.124988,PM2.5 - Local Conditions,9.048175,South Carolina,Richland,Columbia
45,79,34.075687,-81.124988,PM2.5 - Local Conditions,9.048175,South Carolina,Richland,Columbia
45,83,34.955566,-81.924797,PM2.5 - Local Conditions,9.355133,South Carolina,Spartanburg,Spartanburg
45,83,34.955566,-81.924797,PM2.5 - Local Conditions,9.355133,South Carolina,Spartanburg,Spartanburg
47,37,36.176382,-86.7389,PM2.5 - Local Conditions,7.695725,Tennessee,Davidson,Nashville
47,37,36.176382,-86.7389,PM2.5 - Local Conditions,7.695725,Tennessee,Davidson,Nashville
47,65,35.050918,-85.293019,PM2.5 - Local Conditions,8.497703,Tennessee,Hamilton,Chattanooga
47,65,35.050918,-85.293019,PM2.5 - Local Conditions,8.497703,Tennessee,Hamilton,Chattanooga
47,93,35.980675,-83.925773,PM2.5 - Local Conditions,8.117091,Tennessee,Knox,Knoxville
47,93,35.978074,-83.950666,PM2.5 - Local Conditions,8.299048,Tennessee,Knox,Knoxville
47,93,36.019186,-83.87381,PM2.5 - Local Conditions,8.902364,Tennessee,Knox,Knoxville
48,29,29.635,-98.4177,PM2.5 - Local Conditions,13.504241,Texas,Bexar,
48,113,32.820061,-96.860117,PM2.5 - Local Conditions,10.448068,Texas,Dallas,Dallas
48,141,31.765685,-106.455227,PM2.5 - Local Conditions,8.870099,Texas,El Paso,El Paso
48,141,31.6675,-106.288,PM2.5 - Local Conditions,9.844175,Texas,El Paso,Socorro
48,141,31.6675,-106.288,PM2.5 - Local Conditions,9.221149,Texas,El Paso,Socorro
48,201,29.670025,-95.128508,PM2.5 - Local Conditions,10.382689,Texas,Harris,Deer Park
48,215,26.226343,-98.29085,PM2.5 - Local Conditions,18.107413,Texas,Hidalgo,Mission
48,355,27.811817,-97.465703,PM2.5 - Local Conditions,16.271654,Texas,Nueces,Corpus Christi
48,453,30.263204,-97.712891,PM2.5 - Local Conditions,10.575803,Texas,Travis,Austin
50,3,42.88759,-73.24984,PM2.5 - Local Conditions,4.192762,Vermont,Bennington,Bennington
50,7,44.52839,-72.86884,PM2.5 - Local Conditions,3.516442,Vermont,Chittenden,Underhill (Town of)
50,7,44.4762,-73.2106,PM2.5 - Local Conditions,6.598082,Vermont,Chittenden,Burlington
50,21,43.608056,-72.982778,PM2.5 - Local Conditions,5.937354,Vermont,Rutland,Rutland
51,3,38.07657,-78.50397,PM2.5 - Local Conditions,6.878119,Virginia,Albemarle,
51,3,38.07657,-78.50397,PM2.5 - Local Conditions,6.860457,Virginia,Albemarle,
51,3,38.07657,-78.50397,PM2.5 - Local Conditions,6.878119,Virginia,Albemarle,
51,36,37.34438,-77.25925,PM2.5 - Local Conditions,5.810758,Virginia,Charles,
51,41,37.35748,-77.59355,PM2.5 - Local Conditions,7.060939,Virginia,Chesterfield,
51,59,38.77335,-77.10468,PM2.5 - Local Conditions,6.732318,Virginia,Fairfax,Groveton
51,59,38.76835,-77.18347,PM2.5 - Local Conditions,6.855455,Virginia,Fairfax,Springfield
51,69,39.28102,-78.08157,PM2.5 - Local Conditions,7.093075,Virginia,Frederick,
51,87,37.55652,-77.40027,PM2.5 - Local Conditions,6.672148,Virginia,Henrico,East Highland Park
51,113,38.5231,-78.43471,PM2.5 - Local Conditions,3.847594,Virginia,Madison,
51,161,37.28342,-79.88452,PM2.5 - Local Conditions,6.321718,Virginia,Roanoke,Vinton
51,165,38.47753,-78.81952,PM2.5 - Local Conditions,7.068106,Virginia,Rockingham,
51,650,37.103733,-76.387017,PM2.5 - Local Conditions,6.723163,Virginia,Hampton City,Hampton
51,710,36.85555,-76.30135,PM2.5 - Local Conditions,6.553775,Virginia,Norfolk City,Norfolk
51,760,37.59088,-77.46925,PM2.5 - Local Conditions,6.70346,Virginia,Richmond City,Richmond
51,810,36.841883,-76.181233,PM2.5 - Local Conditions,6.893374,Virginia,Virginia Beach City,Virginia Beach
54,9,40.394651,-80.611813,PM2.5 - Local Conditions,7.197928,West Virginia,Brooke,Weirton
54,11,38.410242,-82.432436,PM2.5 - Local Conditions,6.958261,West Virginia,Cabell,Huntington
54,29,40.427372,-80.592318,PM2.5 - Local Conditions,6.674359,West Virginia,Hancock,Weirton
54,51,39.915961,-80.733858,PM2.5 - Local Conditions,7.822045,West Virginia,Marshall,Moundsville
54,51,39.915961,-80.733858,PM2.5 - Local Conditions,7.832873,West Virginia,Marshall,Moundsville
54,51,39.915961,-80.733858,PM2.5 - Local Conditions,7.822045,West Virginia,Marshall,Moundsville
55,3,46.60234,-90.65615,PM2.5 - Local Conditions,3.745298,Wisconsin,Ashland,
55,9,44.50729,-87.99344,PM2.5 - Local Conditions,5.761258,Wisconsin,Brown,Green Bay
55,25,43.10101,-89.35768,PM2.5 - Local Conditions,5.557813,Wisconsin,Dane,Madison
55,25,43.0733,-89.4358,PM2.5 - Local Conditions,6.736791,Wisconsin,Dane,Madison
55,27,43.46611,-88.62111,PM2.5 - Local Conditions,5.20908,Wisconsin,Dodge,Kekoskee
55,35,44.76249,-91.41445,PM2.5 - Local Conditions,5.943417,Wisconsin,Eau Claire,Eau Claire
55,41,45.56498,-88.80859,PM2.5 - Local Conditions,5.36727,Wisconsin,Forest,
55,43,42.69302,-90.69813,PM2.5 - Local Conditions,6.621302,Wisconsin,Grant,Potosi
55,59,42.50472,-87.8093,PM2.5 - Local Conditions,5.718576,Wisconsin,Kenosha,Pleasant Prairie
55,73,44.70735,-89.77192,PM2.5 - Local Conditions,5.14564,Wisconsin,Marathon,
55,79,43.01724,-87.93369,PM2.5 - Local Conditions,7.110234,Wisconsin,Milwaukee,Milwaukee
55,79,42.93257,-87.93434,PM2.5 - Local Conditions,6.510528,Wisconsin,Milwaukee,Milwaukee
55,87,44.30738,-88.39509,PM2.5 - Local Conditions,5.636207,Wisconsin,Outagamie,Appleton
55,87,44.30738,-88.39509,PM2.5 - Local Conditions,5.951353,Wisconsin,Outagamie,Appleton
55,89,43.4983,-87.8102,PM2.5 - Local Conditions,4.933089,Wisconsin,Ozaukee,
55,111,43.4351,-89.67979,PM2.5 - Local Conditions,5.251795,Wisconsin,Sauk,
55,133,43.020075,-88.21507,PM2.5 - Local Conditions,6.213866,Wisconsin,Waukesha,Waukesha
80,26,31.291293,-110.951513,PM2.5 - Local Conditions,10.424303,Country Of Mexico,SONORA,
